Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Best Veggie Gyoza's ever,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r402809645-Mildreds_Soho-London_England.html,"Popped into the Soho branch on Saturday lunch time for a quick lunch prior to the theatre.  Got there at 12 noon and I would say by 12.30 it was full, as you cannot book there may be a wait for a table but its...More",Date of visit: August 2016,Best Veggie Gyoza's ever,"Popped into the Soho branch on Saturday lunch time for a quick lunch prior to the theatre. Got there at 12 noon and I would say by 12.30 it was full, as you cannot book there may be a wait for a table but its worth it. Friendly, attentive staff. Our waitress sat us done with a carafe of water (nice not to have to ask for it). Hubby and I both had gyoza dumplings with sweet chilli and soya dip for starters, which were the best I have ever tasted so I had them again for the main course and hubby had 'Halloumi with chargrilled aubergine, harissa and tahini in flatbread' which he said was really really good (He is normally a meat eater). Great atmosphere. I will definitely go again as a treat only due to it being quite expensive"
Still Fabulous,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r402753095-Mildreds_Soho-London_England.html,"This was my second visit to Mildreds. It is a must visit place whenever I visit London, you guys don't know how lucky you are to have this place, you are spoilt for choice. As usual the menu was great and the food superb. The...More",Date of visit: August 2016,Still Fabulous,"This was my second visit to Mildreds. It is a must visit place whenever I visit London, you guys don't know how lucky you are to have this place, you are spoilt for choice. As usual the menu was great and the food superb. The chocolate brownie is another must have, if you have enough room for pudding you have to have one of these!!"
WONDERFUL VEGAN FOOD,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r402744181-Mildreds_Soho-London_England.html,"As the restaurant doesn't take bookings we were expecting to have to wait for a while but when we arrived at around 5.30pm on a Saturday evening we were taken straight to a ""sharing"" table.  The service was excellent - quick but not in your...More",Date of visit: August 2016,WONDERFUL VEGAN FOOD,"As the restaurant doesn't take bookings we were expecting to have to wait for a while but when we arrived at around 5.30pm on a Saturday evening we were taken straight to a ""sharing"" table. The service was excellent - quick but not in your face. We explained we had to be back at the theatre for 7.00pm so our order was taken quickly. My daughters had the summer burritos and I had the polish burger and all the meals were absolutely delicious - totally amazing and so much choice on the menu (barely any vegan restaurants where we live so we were absolutely spoilt for choice). The desserts were to die for - peanut butter brownies with vegan ice cream for my daughters and I had the poached peaches. The food and drink was excellent quality and very very reasonably priced. I would most definitely recommend this restaurant and I will certainly be going back next time we are in London. Brilliant."
"Excellent menu, bad burger bun.",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r400370296-Mildreds_Soho-London_England.html,"Lots of choice, some amazing dishes. My dining partner's drunken tofu was fabulous, unfortunately I ordered a delicious burger in a disgustingly greasy and impractically huge focaccia bun. Had I ordered any of the other numerous vegan dishes off the menu I may have been...More",>,"Excellent menu, bad burger bun.","Lots of choice, some amazing dishes. My dining partner's drunken tofu was fabulous, unfortunately I ordered a delicious burger in a disgustingly greasy and impractically huge focaccia bun. Had I ordered any of the other numerous vegan dishes off the menu I may have been happy, but ended up full of bread and grease, a little too bloated. Lovely service, friendly surroundings, just a shame I made a bum choice."
Always a treat!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r400116129-Mildreds_Soho-London_England.html,"This is one of the all time favorites; got introduced by my better half and its absolutely one of the best places in London for a nice meal.

My favorites are the burger and the curry but they do have plenty of other tasting dishes...More",Date of visit: October 2015,Always a treat!,"This is one of the all time favorites; got introduced by my better half and its absolutely one of the best places in London for a nice meal.My favorites are the burger and the curry but they do have plenty of other tasting dishes to pick from and feel good. The atmosphere is always lively and buzzing. Every time we visited, its always been busy so there is a wait since the restaurant is not huge, but the cozy, compact surrounding makes gives it a nice touch especially during the winter!Good service, friendly staff and definitely tasty food."
Relaxed vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r399216065-Mildreds_Soho-London_England.html,"No bookings so small wait. Was meeting a vegetarian for lunch, though not one myself.  Party of four we all enjoyed our food - a range of veggie burgers, fries and salad.  All very good and tasty.  Relaxed atmosphere and friendly staff.",Date of visit: July 2016,Relaxed vegetarian food,"No bookings so small wait. Was meeting a vegetarian for lunch, though not one myself. Party of four we all enjoyed our food - a range of veggie burgers, fries and salad. All very good and tasty. Relaxed atmosphere and friendly staff."
Birthday treat!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r399190243-Mildreds_Soho-London_England.html,"Awesome food &  glass of bubbly with my skinny for our birthday.  Lovely staff,  great ambiance.  Vegan,  vegetarian delight.",>  >  >,Birthday treat!!,"Awesome food & glass of bubbly with my skinny for our birthday. Lovely staff, great ambiance. Vegan, vegetarian delight."
Awesome food and service!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r397878559-Mildreds_Soho-London_England.html,"I went here for my graduation dinner, we booked the room which caters for 10-14 people. I was surprised that there wasn't a charge, only a cancellation fee, and we had the room for the entire night.  I asked for a photo of the room...More",>,Awesome food and service!,"I went here for my graduation dinner, we booked the room which caters for 10-14 people. I was surprised that there wasn't a charge, only a cancellation fee, and we had the room for the entire night. I asked for a photo of the room as there is not one up, which they supplied through an email. On the night, the food was really on point, I was so pleased at the variety of cuisines they have, from Sri Lankan to Mediterranean. Definitely coming back here soon!! :D - Thanks guys for an awesome night."
,,,,,
Pretty Trendy,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r397796772-Mildreds_Soho-London_England.html,Had theater tickets so decided to eat in Soho. Mildred's Soho is a pretty trendy place where they have a nice selection of vegan cuisine. We showed up on a Saturday night at 6pm and had to wait 15 minutes to be seated. Nice drinks...More,Date of visit: July 2016,Pretty Trendy,Had theater tickets so decided to eat in Soho. Mildred's Soho is a pretty trendy place where they have a nice selection of vegan cuisine. We showed up on a Saturday night at 6pm and had to wait 15 minutes to be seated. Nice drinks and virgin tonics at the bar while we waited. Our waitress was so efficient when told her we had a show to get to ... that we managed appetizers and dessert and still  made it to the theater on time. A bit pricey but worth it for the vegan or vegetarian.
