Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Great,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r717689372-By_CHLOE-London_England.html,"The food was really wonderful - Guac burger is especially good. The interior is fun too, and the food collection system works very well.",Date of visit: October 2019,Great,"The food was really wonderful - Guac burger is especially good. The interior is fun too, and the food collection system works very well."
,,,,,
Evening meal,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r717688977-By_CHLOE-London_England.html,"All of the food we ordered was good quality and tasty. 
The staff were friendly and the service was fast. 
I reccomend you give this place a try.",Date of visit: October 2019,Evening meal,All of the food we ordered was good quality and tasty. The staff were friendly and the service was fast. I reccomend you give this place a try.
Amazing Food!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r717686779-By_CHLOE-London_England.html,"Best vegan restaurant in London! Amazing staff and great variety of different starters, mains and desserts!!",Date of visit: October 2019,Amazing Food!!,"Best vegan restaurant in London! Amazing staff and great variety of different starters, mains and desserts!!"
Vegan dinner in London.,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r717686307-By_CHLOE-London_England.html,"Had dinner at this AMAZING restaurant. Most of our group are not even vegetarian but absolutely loved the vegan food. Very tasty, great quality, and great service.",Date of visit: October 2019,Vegan dinner in London.,"Had dinner at this AMAZING restaurant. Most of our group are not even vegetarian but absolutely loved the vegan food. Very tasty, great quality, and great service."
Vegan Lunch,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r716053904-By_CHLOE-London_England.html,"We were late having lunch and this place had room for a table for six so in we went, not realising it was vegan. I have been vegetarian for over 30 years so am quite happy with vegan food. The 2 teenagers just settled for...More",Date of visit: October 2019,Vegan Lunch,"We were late having lunch and this place had room for a table for six so in we went, not realising it was vegan. I have been vegetarian for over 30 years so am quite happy with vegan food. The 2 teenagers just settled for fries. My other half had Mac 'N' Cheese which was OK and filling. I went for Fish & Chips. The batter on the tofu was very good and the thick cut chips were excellent. but a smaller portion would have suited. The burger eater enjoyed his. Service was quick and friendly."
Delicious vegan fast food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r713982625-By_CHLOE-London_England.html,Love it here! This was my 2nd visit. Very tasty food and so much choice. Friendly staff. Quick service. Vegan fast food at a reasonable price.,Date of visit: September 2019,Delicious vegan fast food,Love it here! This was my 2nd visit. Very tasty food and so much choice. Friendly staff. Quick service. Vegan fast food at a reasonable price.
"Bland, undercooked, overpriced",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r711973657-By_CHLOE-London_England.html,"I don't actually think I've been more disappointed by a vegan restaurant, we went today for lunch, we entered the restaurant not knowing it was self service, 2 members of staff walked past and did not acknowledge us so we were kinda just awkwardly standing...More",>  >  >,"Bland, undercooked, overpriced","I don't actually think I've been more disappointed by a vegan restaurant, we went today for lunch, we entered the restaurant not knowing it was self service, 2 members of staff walked past and did not acknowledge us so we were kinda just awkwardly standing in the door with people behind us We got our food pretty quickly, However my ""mac and cheese"" was undercooked and chewy, was not even macaroni and very little, if any dry cheese sauce, probably the worst mac and cheese I've ever had I sent it back but it came back the same, the waitress said ""if you still don't like it, you can ask for a refund"" which sounded as though this is a regular occurance, I took the offer on the refund I assume the servings are re heated as other reviews suggestMy meat ball sub, was ok but I felt as though the flavours were a little basic, the bun was a little stale and definitely not as described on their website as not being compromised on flavour Now on to my partners sunrise burrito, I don't even know what to say, it was almost a tenner for something that looked like it came out of a box in a tesco meal deal, the tofu was soggy, I assume not pressed sufficiently We were in there all of 20 minutesFor that kind of money, and 142k instagram followers, I expect much better"
Best salad for a long time,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r711468969-By_CHLOE-London_England.html,Their salad is delicious and good portion. Only one gluten free dessert option was disappointing. It was a beetroot cake and it tasted stale. Perhaps that’s how GF beetroot cakes taste?  Anyway the sweet potato fries are nice and the salad was spicy Thai.,>  >  >  >,Best salad for a long time,Their salad is delicious and good portion. Only one gluten free dessert option was disappointing. It was a beetroot cake and it tasted stale. Perhaps that’s how GF beetroot cakes taste? Anyway the sweet potato fries are nice and the salad was spicy Thai.
Cool Vegan Vibes,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r710867766-By_CHLOE-London_England.html,"On first appearance from the outside Chloe's is a cool look place, bigger than expected. Once inside, the atmosphere was buzzing as it was during the lunchtime rush. The decor was super trendy and fresh with bright graphics which was really visually appealing! 

We ordered...More",>  >,Cool Vegan Vibes,"On first appearance from the outside Chloe's is a cool look place, bigger than expected. Once inside, the atmosphere was buzzing as it was during the lunchtime rush. The decor was super trendy and fresh with bright graphics which was really visually appealing! We ordered Tofu fish, chips and peas. The tofu was nice, and surrounded by batter, yum! Chips were great and so were the peas- although not mushy like I had anticipated. Highlights was the beetroot Ketchup! All in all it was a cool place to visit with my Vegan pal! Go at least once if you haven't already!Not too pricey either, very reasonable, I spent less than £10."
Interesting vegan dinner,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r709961263-By_CHLOE-London_England.html,"I had the UK speciality of a Sunday Vegan roast. The meal was quite tasty but it didn’t seem freshly prepared. It was rather heated. We also arrived quite late for dinner. The portions seemed enough, especially the salads.",>  >,Interesting vegan dinner,"I had the UK speciality of a Sunday Vegan roast. The meal was quite tasty but it didn’t seem freshly prepared. It was rather heated. We also arrived quite late for dinner. The portions seemed enough, especially the salads."
